Unnamed: 0,reactant_type,reactant_subtype,reactant_smiles,shadow_smiles
4582,carbonyl,ald,O=Cc1cncc(-c2nc(NCc3ccccn3)c3c(-c4ccccc4)cccc3n2)c1,C(c1cncc(-c2nc(NCc3ccccn3)c3c(-c4ccccc4)cccc3n2)c1)=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
4583,carbonyl,ald,Cn1cc(CCC=O)c2ccccc21,Cn1cc(CCC=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)c2ccccc21
4584,carbonyl,ald,O=Cc1cc2cc(OC(F)(F)F)ccc2[nH]1,FC(F)(F)Oc1ccc2[nH]c(C=P(c3ccccc3)(c3ccccc3)[Yb]3CCCCC3)cc2c1
4585,carbonyl,ester,Cc1cccc([C@@H](C)[C@@H](/C=C/[C@@H]2[C@@H]3[C@H](C[C@H]2O[Si](C)(C)C(C)(C)C)OC(=O)C3(F)F)O[Si](C)(C)C(C)(C)C)c1,Cc1cccc([C@@H](C)[C@@H](/C=C/[C@@H]2[C@@H]3[C@H](C[C@H]2O[Si](C)(C)C(C)(C)C)OC(=O)C3(F)F)O[Si](C)(C)C(C)(C)C)c1
4586,carbonyl,ald,CC(=C\C=O)/C=C/C=C(\C)I,C/C(I)=C\C=C\C(C)=C\C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
4587,carbonyl,ald,O=CC[C@H]1C=C[C@@H](O)C1,O[C@@H]1C=C[C@H](CC=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)C1
4588,carbonyl,ald,Cc1ccc2c(c1)[n+]([O-])c(C=O)c(C)[n+]2[O-],Cc1ccc2c(c1)[n+]([O-])c(C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1)c(C)[n+]2[O-]
4589,alkyl,alkyl,CC(C)CCC[C@@H](C)CC=P(c1ccccc1)(c1ccccc1)c1ccccc1,CC(C)CCC[C@@H](C)CC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
4590,carbonyl,ald,CCCCCCCCCCC/C=C\C/C=C\CC=O,CCCCCCCCCCC/C=C\C/C=C\CC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
4591,carbonyl,keto,CC(=O)c1ccc(-c2ccccc2)cc1,CC(=O)c1ccc(-c2ccccc2)cc1
4592,carbonyl,keto,O=C1C[C@H]2CCC3(CC[C@H]2C1)OCCO3,O=C1C[C@H]2CCC3(CC[C@H]2C1)OCCO3
4593,carbonyl,ald,CCOC(=O)C1(CC=O)CCCCC1=O,CCOC(=O)C1(CC=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)CCCCC1=O
4594,carbonyl,keto,CC(=O)c1nc(Br)nn1C,CC(=O)c1nc(Br)nn1C
4595,alkyl,alkyl,CCCCCCCCCCCCCC[C@H]1OC(C)(C)O[C@@H]1CCC=P(c1ccccc1)(c1ccccc1)c1ccccc1,CCCCCCCCCCCCCC[C@H]1OC(C)(C)O[C@@H]1CCC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
4596,carbonyl,ald,O=CC1CC=CCC1,C1=CCC(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)CC1
4597,carbonyl,keto,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]21OCC1=O,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]21OCC1=O
4598,alkyl,alkyl,CCC/C=C/C=P(c1ccccc1)(c1ccccc1)c1ccccc1,CCC/C=C/C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
4599,carbonyl,keto,CC(=O)c1cc(F)cc(F)c1,CC(=O)c1cc(F)cc(F)c1
4600,carbonyl,ald,Cc1ccccc1C=O,Cc1ccccc1C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
4601,carbonyl,ald,COC(=O)C(CC=O)(Cc1ccc(O[Si](C)(C)C(C)(C)C)cc1)C(=O)OC,COC(=O)C(CC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1)(Cc1ccc(O[SiH3])cc1)C(=O)OC
4602,carbonyl,ald,C=C(C)[C@]1(O)CC[C@H](C)[C@@](C)(CCOCc2ccccc2)[C@H]1C=O,C=C(C)[C@]1(O)CC[C@H](C)[C@@](C)(CCOCc2ccccc2)[C@H]1C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
4603,alkyl,alkyl,C=CCCCC=P(c1ccccc1)(c1ccccc1)c1ccccc1,C=CCCCC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
4604,carbonyl,ald,COC(=O)c1ccc(C(C)C(C=O)c2cccc(Br)c2)cc1,COC(=O)c1ccc(C(C)C(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)c2cccc(Br)c2)cc1
4605,carbonyl,ald,CC(C)(C)[Si](C)(C)OCCCC=O,[SiH3]OCCCC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
4606,alkyl,alkyl,COc1ccc(-c2nc(C=P(c3ccccc3)(c3ccccc3)c3ccccc3)c(C)o2)cc1OC,COc1ccc(-c2nc(C=P(c3ccccc3)(c3ccccc3)[Yb]3CCCCC3)c(C)o2)cc1OC
4607,carbonyl,ald,C[C@H](C=O)OC1CCCCO1,C[C@H](C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1)OC1CCCCO1
4608,carbonyl,keto,O=C(c1ccccc1)c1ccccn1,O=C(c1ccccc1)c1ccccn1
4609,alkyl,alkyl,O=c1[nH]c(C=P(c2ccccc2)(c2ccccc2)c2ccccc2)cc2ccccc12,O=c1[nH]c(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)cc2ccccc12
4610,carbonyl,ald,COC(=O)CCCCCCCCCCCCCC=O,COC(=O)CCCCCCCCCCCCCC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
4611,carbonyl,ald,C/C(C)=C\CCCCC=O,CC(C)=CCCCCC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
4612,carbonyl,keto,C[C@@H]1C(=O)CC[C@@H]2C(C)(C)CCC[C@@]12C,C[C@@H]1C(=O)CC[C@@H]2C(C)(C)CCC[C@@]12C
4613,carbonyl,keto,O=C(c1ccccc1)c1ccc(Cl)cc1,O=C(c1ccccc1)c1ccc(Cl)cc1
4614,carbonyl,ald,COCCOCCOCCOc1cc(C=O)cc(OCCOCCOCCOC)c1OCCOCCOCCOC,COCCOCCOCCOc1cc(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)cc(OCCOCCOCCOC)c1OCCOCCOCCOC
4615,carbonyl,ald,COC(=O)c1ccc(/C=C/C=O)cc1,COC(=O)c1ccc(/C=C/C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)cc1
4616,carbonyl,ald,COC(=O)C1(C(=O)OC)C[C@@]12CCCC[C@@H]2CCC=O,COC(=O)C1(C(=O)OC)C[C@@]12CCCC[C@@H]2CCC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
4617,carbonyl,ald,COC(=O)c1ccc(N2C[C@H](C)N(C(=O)OC(C)(C)C)C[C@H]2C)c(C=O)c1,COC(=O)c1ccc(N2C[C@H](C)N(C(=O)OC(C)(C)C)C[C@H]2C)c(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)c1
4618,carbonyl,ald,CC(C)(C)OC(=O)N[C@@H]1CCCC[C@H]1C=O,CC(C)(C)OC(=O)N[C@@H]1CCCC[C@H]1C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
4619,carbonyl,ald,Cc1ccc(C(=O)/C(C=O)=C(/SCc2ccccc2)SCc2ccccc2)cc1,Cc1ccc(C(=O)C(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)=C(SCc2ccccc2)SCc2ccccc2)cc1
4620,carbonyl,ald,COc1ccc2c(c1)[C@@H](CC=O)[C@@]1(C(=O)N(C(=O)OC(C)(C)C)c3ccccc31)[C@H](c1ccc(C)cc1)O2,COc1ccc2c(c1)[C@@H](CC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1)[C@@]1(C(=O)N(C(=O)OC(C)(C)C)c3ccccc31)[C@H](c1ccc(C)cc1)O2
4621,carbonyl,ald,C[C@@H]1C=C(CCC=O)C(=O)O1,C[C@@H]1C=C(CCC=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)C(=O)O1
4622,carbonyl,keto,COc1ccc(C(=O)Nc2ccccc2C(C)=O)cc1,COc1ccc(C(=O)Nc2ccccc2C(C)=O)cc1
4623,carbonyl,ald,CC(C)(C)OC(=O)N1CCO[C@H](CCC=O)C1,CC(C)(C)OC(=O)N1CCO[C@H](CCC=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)C1
4624,carbonyl,ald,CCOC(=O)/C(C)=C/C=C/C(C)=C/C=O,CCOC(=O)/C(C)=C/C=C/C(C)=C/C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
4625,carbonyl,keto,CCC(=O)c1cccc(OCC(F)F)c1,CCC(=O)c1cccc(OCC(F)F)c1
4626,carbonyl,keto,CC(=O)C1CN1Cc1ccccc1,CC(=O)C1CN1Cc1ccccc1
4627,carbonyl,ald,Cn1c(Cl)cnc1C=O,Cn1c(Cl)cnc1C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
4628,carbonyl,keto,O=C1[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1OCc1ccccc1,O=C1[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1OCc1ccccc1
4629,carbonyl,ald,CCCCCCC1(CCCCCCC=O)OCCO1,CCCCCCC1(CCCCCCC=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)OCCO1
4630,carbonyl,ald,CCC=O,CCC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
4631,carbonyl,keto,CC(=O)c1cc(C)ccc1Cl,CC(=O)c1cc(C)ccc1Cl
4632,carbonyl,ald,CCCCCCCCCCCCOc1cc(C=O)cc(OCCCCCCCCCCCC)c1,CCCCCCCCCCCCOc1cc(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)cc(OCCCCCCCCCCCC)c1
4633,carbonyl,ald,O=C[C@@H]1[C@H]2CN(C(=O)OCc3ccccc3)C[C@@H]12,O=C(OCc1ccccc1)N1C[C@@H]2[C@@H](C=P(c3ccccc3)(c3ccccc3)[Yb]3CCCCC3)[C@@H]2C1
4634,carbonyl,ald,Cc1cc(F)ccc1-c1cc(C=O)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,Cc1cc(F)ccc1-c1cc(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
4635,carbonyl,ald,COCOc1cc(C=O)c(OC)c(C)c1OC,COCOc1cc(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)c(OC)c(C)c1OC
4636,alkyl,alkyl,C(C1CCC(C2CCCC2)CC1)=P(c1ccccc1)(c1ccccc1)c1ccccc1,C(C1CCC(C2CCCC2)CC1)=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
4637,carbonyl,ald,C[C@H](C[C@@H](C[C@H](CC=O)OCc1ccccc1)O[Si](c1ccccc1)(c1ccccc1)C(C)(C)C)OCc1ccccc1,C[C@H](C[C@@H](C[C@H](CC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1)OCc1ccccc1)O[Si](c1ccccc1)(c1ccccc1)C(C)(C)C)OCc1ccccc1
4638,carbonyl,keto,O=C(c1ccc(N2CCN(S(=O)(=O)c3cccs3)CC2)cc1)C(F)(F)F,O=C(c1ccc(N2CCN(S(=O)(=O)c3cccs3)CC2)cc1)C(F)(F)F
4639,alkyl,alkyl,COc1ccc(C=P(c2ccccc2)(c2ccccc2)c2ccccc2)cc1,COc1ccc(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)cc1
4640,carbonyl,ald,COc1ccc(CCC(=O)O)c(C=O)c1,COc1ccc(CCC(=O)O)c(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)c1
4641,carbonyl,keto,CC/C=C/CCC(=O)c1ccccc1C(=O)O,CC/C=C/CCC(=O)c1ccccc1C(=O)O
4642,carbonyl,ald,O=Cc1ccc(N2CCC(F)(F)C2)cc1,FC1(F)CCN(c2ccc(C=P(c3ccccc3)(c3ccccc3)[Yb]3CCCCC3)cc2)C1
4643,carbonyl,ald,O=Cc1nc(N2CCCC2)n(CC2CC2)n1,C(c1nc(N2CCCC2)n(CC2CC2)n1)=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
4644,carbonyl,ald,COC1C=Cc2c(C=O)cc(Br)cc2N1,COC1C=Cc2c(C=P(c3ccccc3)(c3ccccc3)[Yb]3CCCCC3)cc(Br)cc2N1
4645,carbonyl,keto,CC(C)(C)[Si](O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]32)C1)(c1ccccc1)c1ccccc1,CC(C)(C)[Si](O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]32)C1)(c1ccccc1)c1ccccc1
4646,alkyl,alkyl,CC(C)C=P(c1ccccc1)(c1ccccc1)c1ccccc1,CC(C)C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
4647,carbonyl,ald,COc1ccc2[nH]c(=O)c(C=O)cc2c1,COc1ccc2[nH]c(=O)c(C=P(c3ccccc3)(c3ccccc3)[Yb]3CCCCC3)cc2c1
4648,carbonyl,ald,COC(C)(C)CCCC(C)CC=O,COC(C)(C)CCCC(C)CC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
4649,alkyl,alkyl,C(c1coc2ccccc12)=P(c1ccccc1)(c1ccccc1)c1ccccc1,C(c1coc2ccccc12)=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
4650,carbonyl,ald,Cc1ccc(S(=O)(=O)n2cc(C=O)c3c(Cl)ccnc32)cc1,Cc1ccc(S(=O)(=O)n2cc(C=P(c3ccccc3)(c3ccccc3)[Yb]3CCCCC3)c3c(Cl)ccnc32)cc1
4651,carbonyl,ald,CC(C)(C)OC(=O)n1cc(C=O)c2cc(Br)ccc21,CC(C)(C)OC(=O)n1cc(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)c2cc(Br)ccc21
4652,carbonyl,keto,CCCC(=O)c1ccccc1,CCCC(=O)c1ccccc1
4653,carbonyl,keto,CC1(c2ccc3ccccc3c2)CC(=O)C1,CC1(c2ccc3ccccc3c2)CC(=O)C1
4654,carbonyl,ald,O=Cc1ccccc1C#Cc1ccc(Cl)cc1,Clc1ccc(C#Cc2ccccc2C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)cc1
4655,carbonyl,keto,O=C1c2cc(Br)ccc2OC(Cc2ccccc2)C12COC2,O=C1c2cc(Br)ccc2OC(Cc2ccccc2)C12COC2
4656,carbonyl,ald,CCOc1ccc2cc([C@@H]3CC[C@@H](C=O)CC3)c(F)c(F)c2c1F,CCOc1ccc2cc([C@H]3CC[C@H](C=P(c4ccccc4)(c4ccccc4)[Yb]4CCCCC4)CC3)c(F)c(F)c2c1F
4657,carbonyl,ald,COc1ccc(C#Cc2ccccc2)c(C=O)c1,COc1ccc(C#Cc2ccccc2)c(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)c1
4658,carbonyl,ald,COc1cc(C=O)c(C23C=CC(O2)C(Cl)(Cl)C(Cl)=C3Cl)cc1OC,COc1cc(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)c(C23C=CC(O2)C(Cl)(Cl)C(Cl)=C3Cl)cc1OC
4659,carbonyl,ald,O=Cc1ccc(F)cc1,Fc1ccc(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)cc1
4660,carbonyl,ald,O=Cc1ccc(CO)o1,OCc1ccc(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)o1
4661,alkyl,alkyl,Brc1cc2c(cc1C=P(c1ccccc1)(c1ccccc1)c1ccccc1)OCO2,Brc1cc2c(cc1C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1)OCO2
4662,alkyl,alkyl,CCC(C(=O)OC(C)(C)C)=P(c1ccccc1)(c1ccccc1)c1ccccc1,CCC(C(=O)OC(C)(C)C)=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
4663,carbonyl,ald,COc1c(Cl)cc(C=O)cc1[N+](=O)[O-],COc1c(Cl)cc(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)cc1[N+](=O)[O-]
4664,carbonyl,ald,C[C@H](CC=O)[C@@H](Cc1ccccc1)C1=NS(=O)(=O)c2ccccc21,C[C@H](CC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1)[C@@H](Cc1ccccc1)C1=NS(=O)(=O)c2ccccc21
4665,carbonyl,ald,COc1cc(C=O)cc(C(C)(C)C)c1O,COc1cc(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)cc(C(C)(C)C)c1O
4666,alkyl,alkyl,COC(=O)c1ccc(C=P(c2ccccc2)(c2ccccc2)c2ccccc2)c(Br)c1,COC(=O)c1ccc(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)c(Br)c1
4667,carbonyl,ald,O=C[C@H]1O[C@@H]1c1ccccc1Br,Brc1ccccc1[C@H]1O[C@@H]1C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
4668,carbonyl,keto,CC(C)(C)[Si](C)(C)O[C@H]1CCC[C@]2(C)C(=O)[C@@H]3O[C@@H]3[C@@H]12,CC(C)(C)[Si](C)(C)O[C@H]1CCC[C@]2(C)C(=O)[C@@H]3O[C@@H]3[C@@H]12
4669,carbonyl,ald,COc1ccc(COC[C@@]23CC[C@@H](O2)C(C)(C)[C@@H]3C=O)cc1,COc1ccc(COC[C@@]23CC[C@@H](O2)C(C)(C)[C@@H]3C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)cc1
4670,carbonyl,ald,C=CCC(C=O)c1ccc(OC)cc1,C=CCC(C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1)c1ccc(OC)cc1
4671,carbonyl,ald,CC(=O)Oc1ccc(C=O)cc1OC(C)=O,CC(=O)Oc1ccc(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)cc1OC(C)=O
4672,carbonyl,keto,O=C1OC(c2ccccc2)=C(c2nc3ccccc3nc2-c2ccccc2)C1=O,O=C1OC(c2ccccc2)=C(c2nc3ccccc3nc2-c2ccccc2)C1=O
4673,carbonyl,keto,COC1(OC)[C@@]2(Br)C[C@H](CCl)[C@]1(Br)C(=O)C2=O,COC1(OC)[C@@]2(Br)C[C@H](CCl)[C@]1(Br)C(=O)C2=O
4674,carbonyl,keto,CCCCCCC(=O)CCC(=O)OCC,CCCCCCC(=O)CCC(=O)OCC
4675,carbonyl,keto,CC(=O)c1cc(F)ccc1Br,CC(=O)c1cc(F)ccc1Br
4676,carbonyl,keto,COc1c(OC)c2ccc(C(C)=O)cc2c2ccccc12,COc1c(OC)c2ccc(C(C)=O)cc2c2ccccc12
4677,carbonyl,ald,Cc1cc(C#N)ccc1-c1c(-c2ccc(N)cc2)csc1C=O,Cc1cc(C#N)ccc1-c1c(-c2ccc(N)cc2)csc1C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
4678,carbonyl,ald,O=Cc1ccc(-c2cccc(F)c2)cn1,Fc1cccc(-c2ccc(C=P(c3ccccc3)(c3ccccc3)[Yb]3CCCCC3)nc2)c1
4679,carbonyl,ald,CCCCCCCCC=C=CC=O,CCCCCCCCC=C=CC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
4680,alkyl,alkyl,C(=CCC=CCCCCOC1CCCCO1)CC=CCC=P(c1ccccc1)(c1ccccc1)c1ccccc1,C(=CCC=CCCCCOC1CCCCO1)CC=CCC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
4681,alkyl,alkyl,Fc1ccc(C(c2ccc(F)cc2)=P(c2ccccc2)(c2ccccc2)c2ccccc2)cc1,Fc1ccc(C(c2ccc(F)cc2)=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)cc1
4682,carbonyl,ald,O=Cc1ccccc1C(=O)c1ccccc1Br,O=C(c1ccccc1Br)c1ccccc1C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
4683,carbonyl,ald,O=Cc1cc(OCc2ccccc2)c(OCc2ccccc2)c(OCc2ccccc2)c1,C(c1cc(OCc2ccccc2)c(OCc2ccccc2)c(OCc2ccccc2)c1)=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
4684,carbonyl,ald,CCOc1ccc2cc([C@@H]3CC[C@@H]([C@@H]4CC[C@@H](C=O)CC4)CC3)c(F)c(F)c2c1F,CCOc1ccc2cc([C@H]3CC[C@H]([C@H]4CC[C@H](C=P(c5ccccc5)(c5ccccc5)[Yb]5CCCCC5)CC4)CC3)c(F)c(F)c2c1F
4685,carbonyl,ald,O=CCOC(=O)/C=C/C(=O)c1ccc(Cl)cc1,O=C(/C=C/C(=O)c1ccc(Cl)cc1)OCC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
4686,carbonyl,ald,C=CCC/C=C(\C)C(=O)OC[C@@H](C[C@@H](C)[C@H](O[Si](C)(C)C(C)(C)C)[C@@H](O[Si](C)(C)C(C)(C)C)C(=O)C[C@H](C[C@H](C)/C(C)=C/C(=C)C[C@@H](C)C[C@@H]1O[C@H]1C=O)O[Si](C)(C)C(C)(C)C)O[Si](C)(C)C(C)(C)C,C=CCC/C=C(\C)C(=O)OC[C@@H](C[C@@H](C)[C@H](O[SiH3])[C@@H](O[SiH3])C(=O)C[C@H](C[C@H](C)/C(C)=C/C(=C)C[C@@H](C)C[C@@H]1O[C@H]1C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1)O[SiH3])O[SiH3]
4687,carbonyl,ald,O=Cc1ccn(Cc2ccc(Oc3ccccc3)cc2)n1,C(c1ccn(Cc2ccc(Oc3ccccc3)cc2)n1)=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
4688,alkyl,alkyl,O=C1C=C(C=P(c2ccccc2)(c2ccccc2)c2ccccc2)CO1,O=C1C=C(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)CO1
4689,carbonyl,ald,CCCCC/C=C/C=O,CCCCC/C=C/C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
4690,carbonyl,keto,C/C(=C\[C@@H]1[C@H](C[C@@H](OC(=O)c2ccccc2)C(=O)CO[Si](C)(C)C(C)(C)C)C1(C)C)C(=O)OC(C)(C)C,C/C(=C\[C@@H]1[C@H](C[C@@H](OC(=O)c2ccccc2)C(=O)CO[Si](C)(C)C(C)(C)C)C1(C)C)C(=O)OC(C)(C)C
4691,carbonyl,ald,CCOC(=O)COc1ccc(C=O)cc1OC,CCOC(=O)COc1ccc(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)cc1OC
4692,carbonyl,ester,O=C1OC(=O)c2cc(Cl)c(Cl)cc21,O=C1OC(=O)c2cc(Cl)c(Cl)cc21
4693,carbonyl,ald,CCCCCC1OC1C=O,CCCCCC1OC1C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
4694,alkyl,alkyl,Cc1ccc(CC=P(c2ccccc2)(c2ccccc2)c2ccccc2)cc1,Cc1ccc(CC=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)cc1
4695,carbonyl,keto,COC(=O)c1cc2c([nH]1)CCC2=O,COC(=O)c1cc2c([nH]1)CCC2=O
4696,carbonyl,ald,Cc1ccc(S[C@@H]2O[C@H](C=O)[C@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@H]2OCc2ccccc2)cc1,Cc1ccc(S[C@@H]2O[C@H](C=P(c3ccccc3)(c3ccccc3)[Yb]3CCCCC3)[C@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@H]2OCc2ccccc2)cc1
4697,carbonyl,ald,COc1ccccc1[C@@H](C=O)C1Sc2ccccc2S1,COc1ccccc1[C@@H](C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1)C1Sc2ccccc2S1
4698,carbonyl,ald,CC(C)(C)OC(=O)N[C@@H]1C[C@H](C=O)C1,CC(C)(C)OC(=O)N[C@H]1C[C@@H](C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)C1
4699,carbonyl,ald,CC(C)(C)[Si](C)(C)OC[C@@H](O)[C@H](OCc1ccccc1)[C@H](OCc1ccccc1)[C@H](C=O)OCc1ccccc1,O[C@H](CO[SiH3])[C@H](OCc1ccccc1)[C@H](OCc1ccccc1)[C@H](C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1)OCc1ccccc1
4700,carbonyl,keto,C=CCOc1cc2cc(C(=O)CC/C=C(\C)CC/C=C(\C)C)oc2cc1OCC=C,C=CCOc1cc2cc(C(=O)CC/C=C(\C)CC/C=C(\C)C)oc2cc1OCC=C
4701,carbonyl,ald,O=Cc1cc(Cc2ccc(F)c(F)c2)cc(F)c1F,Fc1ccc(Cc2cc(F)c(F)c(C=P(c3ccccc3)(c3ccccc3)[Yb]3CCCCC3)c2)cc1F
4702,carbonyl,ald,COC(=O)/C=C(C)/C=C/[C@@H]1O[C@]2(CC[C@@H]1C)CC[C@H](C)[C@@H](C/C=C(\C)C=O)O2,COC(=O)/C=C(C)/C=C/[C@@H]1O[C@]2(CC[C@@H]1C)CC[C@H](C)[C@@H](C/C=C(\C)C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1)O2
4703,carbonyl,keto,CCCCCCOc1ccc(C2CCC(=O)CC2)c(F)c1F,CCCCCCOc1ccc(C2CCC(=O)CC2)c(F)c1F
4704,carbonyl,ald,O=Cc1cn(Cc2ccccc2)c2ccccc12,C(c1cn(Cc2ccccc2)c2ccccc12)=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
4705,carbonyl,ald,C=C(C)Cc1ccccc1C=O,C=C(C)Cc1ccccc1C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
4706,carbonyl,ald,CSc1ncc(C=O)c(NC(C)C)n1,CSc1ncc(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)c(NC(C)C)n1
4707,carbonyl,ald,CCCCCCCCN1CCC1C=O,CCCCCCCCN1CCC1C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
4708,alkyl,alkyl,C(=C=P(c1ccccc1)(c1ccccc1)c1ccccc1)=Nc1ccccc1,C(=C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1)=Nc1ccccc1
4709,carbonyl,ald,O=CCCC#Cc1ccccc1Br,Brc1ccccc1C#CCCC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
4710,carbonyl,keto,CN1C(=O)C(=O)c2ccccc21,CN1C(=O)C(=O)c2ccccc21
4711,carbonyl,keto,O=C(O)c1cc(Br)ccc1C(=O)c1ccccc1,O=C(O)c1cc(Br)ccc1C(=O)c1ccccc1
4712,carbonyl,keto,COc1ccc(-n2nncc2C(=O)c2ccccc2)cc1,COc1ccc(-n2nncc2C(=O)c2ccccc2)cc1
